SpotterId,ID1,NomeEmpresa,RazaoSocial,StatusEmpresa,CadastroEmpresa,TelefoneEmpresa,LimiteUsuarios
2315,32619840000123,BLUEE.ONLINE,Agencia Bluee Ltda,Inativo,2019-07-01,(62) 9854-41234,4
2316,33347283000100,GHI IMOBILIÁRIA,G. HOCHMAN ASSESSORIA IMOBILIARIA,Inativo,2019-07-01,(11) 9478-73112,4
2317,11683236000196,REVISTA MOMENTO,WARKEN & ROEHE EDITORA E REVISTA LTDA,Inativo,2019-07-01,(54) 9994-04676,2
2318,09331830000176,SOMA PLACE,PLACE - ASSESSORIA E SERVICOS CONTABEIS LTDA,Inativo,2019-07-01,(34) 3211-0562,4
2319,18824800000192,OKSAT,mgcom network ltda,Inativo,2019-07-01,(12) 9826-59702,4
2320,22632205000122,IBENCH,SUM TECNOLOGIA DA INFORMAÇÃO LTDA,Inativo,2019-07-01,(21) 9815-74940,4
2321,21656419000176,CLEAN PREMIERE,CLEAN PREMIERE LIMPEZA DE ESTOFADOS E PREDIOS LTDA,Inativo,2019-07-01,(61) 9910-8053,4
2322,15415758000168,IMOBILIÁRIA NEGOCIAL,Negocial Intermediação Imobiliária Eireli,Inativo,2019-07-01,(13) 9979-63988,4
2323,04238745000144,SANTAMÉRICA,Imobiliária Santamérica LTDA,Inativo,2019-07-01,(43) 3374-5673,4
2324,28030362000144,DATWEB,DATWEB SOLIDOS COMERCIO E DESENVOLVIMENTO EIRELI,Inativo,2019-07-01,(65) 9922-31768,4
2325,19174098000121,EFFORTECH,EFFORTECH TECNOLOGIA E SOLUCOES LTDA,Inativo,2019-07-02,(43) 3344-0692,6
2326,03636539000120,MART MADEIRAS,Mart Madeiras e Embalagens Ltda,Ativo,2019-07-02,(11) 9928-22988,4
2327,33754191000136,Sua Visita,PATRICIA SOUZA REZENDE CARRASQUEIRA,Ativo,2019-07-03,(21) 9885-68912,3
2328,29780984000152,MEURESIDUO,MEURESIDUO SOLUCOES TECNOLOGICAS LTDA,Ativo,2019-07-03,(51) 2109-6530,6
2329,14318116000188,TALENTOS CONSULTORIA,TALENTOS CONSULTORIA DE PESSOAL LTDA,Ativo,2019-07-03,(21) 9960-59588,4
2330,24029240000187,DOCPAD,DOCPAD TECNOLOGIA EM SAÚDE LTDA,Inativo,2019-07-03,(21) 9999-99976,4
2331,23104098000122,AUTO POSITION,Auto Position Servicos de Rastreamento LTDA ME,Inativo,2019-07-04,(83) 9912-84699,3
2334,02355505000102,TGM,TGM Maquinas e Equipamentos Ltda,Inativo,2019-07-08,(47) 9992-99651,4
2335,58317751000469,LocalFrio,Local Frio SA Armazens Gerais Frigorificos,Inativo,2019-07-08,(11) 3049-6570,4
2336,33058350000168,INOVA SOLUÇÕES,INOVA SOLUCOES PRESTADORA DE SERVICOS LTDA,Inativo,2019-07-08,(47) 9968-40235,4
2337,03567560000200,ENGEREDE,ENGEREDE SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO LTDA,Ativo,2019-07-08,(83) 3515-5170,2
2338,30701208000107,ORBO,ORBO - GESTAO E TECNOLOGIA LTDA,Inativo,2019-07-08,(51) 9965-17270,4
2339,15623059000103,ECCOSAVE,Eccosave Soluções sustentáveis Ltda,Inativo,2019-07-08,(11) 9959-61005,4
2340,22067209000105,BIOMA/ TERRARAS,TERRARAS NEGOCIOS IMOBILIARIOS LTDA-ME,Inativo,2019-07-10,(62) 3624-3010,4
2341,16383608000182,MULTISOFT INFORMÁTICA,MULTISOFT INFORMÁTICA,Inativo,2019-07-10,(86) 9883-30622,4
2342,72626187000144,New World Ar Condicionado,MUNIZ E SANTOS LTDA,Inativo,2019-07-10,(61) 9990-2064,4
2343,21130478000106,ALTERNATIVAS UNIFORMES,IMPERIO INDUSTRIA E COMERCIO DE CONFECCOES LTDA,Ativo,2019-07-10,(54) 3361-2928,4
2344,17604715000156,ARGOS,ARGOS REMOCOES HOSPITALARES LTDA,Inativo,2019-07-11,(54) 3601-0007,4
2345,09113843000179,COMERCIAL BRASIL,COMERCIAL BRASIL DISTRIBUIDORA EIRELI,Inativo,2019-07-11,(85) 9999-03626,6
2346,28332261000128,FEBRACIS - SANTO ANDRÉ,FLAVIO RODRIGUES DE ARAUJO,Inativo,2019-07-11,(11) 4979-5203,4
2347,51858934000108,J.SILVA PAINÉIS,J.SILVA PAINÉIS LTDA,Inativo,2019-07-11,(17) 2138-8969,4
2348,22147288000164,Piraporiando,Piraporiando,Inativo,2019-07-11,(11) 2391-1650,4
2349,26179498000195,UBOTS,UBOTS SERVIÇOS DE INFORMÁTICA LTDA,Ativo,2019-07-11,(51) 3508-9315,6
2350,22381486000198,ECOSOLAR SOLUÇÕES,V V SOLUÇÕES ENERGÉTICAS LTDA,Inativo,2019-07-11,(65) 9933-70215,2
2351,24246943000167,FENIX REPRESENTAÇÃO,Fenix Representacao Comercial,Inativo,2019-07-11,(11) 9998-31575,4
2352,26136546000168,EFFICIENG SOLUTIONS ,EFFICIENG SOLUTIONS COMERCIO E SERVIÇOS LTDA,Inativo,2019-07-12,(51) 9985-10423,2
2353,08187168000160,Tecnospeed,Tecnospeed SA,Inativo,2019-07-12,(44) 3037-9500,4
2354,31334049000104,BOM,BOM TECNOLOGIA EM SOFTWARE LTDA,Inativo,2019-07-12,(48) 3067-6339,4
2355,18631394000141,JOCROSS,Plena Saude Administracao e Prestacao de Servicos Ltda,Inativo,2019-07-12,(81) 3073-4444,4
2356,13182800000112,LOLDESIGN,LOLDESIGN SOLUÇÕES WEB LTDA ME,Ativo,2019-07-15,(11) 9755-67075,4
2357,27694836000190,Conttabil,Contabilit Tecnologia e Marketing Contábil LTDA - ME,Inativo,2019-07-15,(13) 9919-60995,4
2358,24238171000111,Bugaboo Studio,Bugaboo Studio Midia Interativa e Treinamento Ltda EPP,Inativo,2019-07-15,(85) 9966-43251,4
2359,20306689000194,AGÊNCIA FLUX,ESPACO FLUX AGENCIA DE PUBLICIDADE LTDA,Inativo,2019-07-15,(66) 9843-6569,4
2360,03148465000182,GRUPO SCALCO,SCALCO DESENVOLVIMENTO EMPRESARIAL LTDA,Inativo,2019-07-15,(55) 9997-05244,4
2361,24155208000148,SETA ENSAIOS,ENGETRAINE SOLUÇÕES LTDA,Inativo,2019-07-16,(47) 9917-25050,3
2362,11889741000191,MULTIVERSO DESIGN,MVB ILUSTRAÇÕES LTDA ME,Inativo,2019-07-16,(54) 3330-9759,4
2363,07065131000104,MUNDIAL RISK,MUNDIAL RISK GERENCIADORA DE RISCO LTDA,Inativo,2019-07-16,(11) 9769-75774,4
2364,02255935000144,SISPORT,SISPORT COMERCIO E SISTEMAS EIRELI,Inativo,2019-07-17,(42) 3663-1634,4
2365,06182404000391,Gestão Contabilidade,Gestaocont Contabilidade Ltda,Inativo,2019-07-17,(47) 3439-0666,4
2366,28710357000182,Conexão Solar,Conexão Solar Desenvolvimento de Sistemas LTDA,Inativo,2019-07-18,(48) 9882-25769,2
2367,21553117000172,ENGLISH UNIVERSE,TATIANA SILVEIRA SILVA ESCOLA DE IDIOMAS,Inativo,2019-07-18,(33) 9918-00217,4
2368,11388997000115,STRA MEDICAL,STRA COMÉRCIO DE PRODUTOS PARA A SAÚDE LTDA EPP,Inativo,2019-07-18,(47) 3183-8202,4
2369,12252625000120,M&B TECH,M&B TECNOLOGIA DA INFORMAÇÃO LTDA,Inativo,2019-07-18,(51) 3093-0010,4
2370,08996858000160,DEROSE METHOD,Massala Cursos Livres,Inativo,2019-07-19,(11) 9965-96936,2
2371,24951515000135,MOTIVEAÇÃO,Motiveação Palestras e Palestrantes LTDA,Inativo,2019-07-22,(11) 9465-00419,4
2372,12148834000128,VOX MOBILE,Pereira Neto Eireli Epp,Inativo,2019-07-22,(48) 3052-3003,4
2373,29753587000191,GT SOLAR,gt solar serviços eletricos eireli,Inativo,2019-07-23,(49) 9998-33381,3
2374,42886119000153,CABTEC (SERVIÇO),"CAB Tecnologia e Sistemas, Comércio Ltda",Inativo,2019-07-23,(31) 9847-14757,2
2375,42886119000153,CABTEC (SOFTWARE),"CAB Tecnologia e Sistemas, Comércio Ltda",Inativo,2019-07-23,(31) 9847-14757,2
2376,03004721000168,SHOPPING BRASIL,SHOPPING BRASIL TECNOLOGIA DA DA INFORMAÇÃO LTDA,Inativo,2019-07-23,(51) 3254-0011,2
2377,06108157000111,Altcom,Altcom Serviços e Comércio de Informática Ltda Epp,Inativo,2019-07-23,(11) 2381-6455,4
2378,69984763000110,ROTA MÍDIA,OUTBUS COMUNICAÇÃO LTDA.,Inativo,2019-07-23,(82) 3326-0103,4
2379,01559877000180,Solaris Energia,RR Energia Solar Ltda,Inativo,2019-07-23,(49) 9983-48188,2
2380,04209260000122,ANA TERRA SEGUROS,ANA TERRA CORRETORA DE SEGUROS,Inativo,2019-07-24,(54) 9971-5967,4
2381,07495960000119,ADVANCE TECNOLOGIA,Somar Tecnologia LTDA,Inativo,2019-07-24,(71) 3431-1000,4
2382,23530814000133,CD CONSULT,CD Assessoria Empresarial EIRELI,Inativo,2019-07-24,(11) 9728-6844,4
2383,24367904000118,OTTIMIZZA,OTTIMIZZA SISTEMAS CONTÁBEIS LTDA,Inativo,2019-07-24,(47) 9926-77567,4
2384,32008168000130,CONSULTING NOW,NPRO CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA,Inativo,2019-07-25,(13) 2202-8931,4
2389,09203211000104,ALR,AMERICA LATINA REPRESENTACOES LTDA,Inativo,2019-07-26,(48) 3025-1591,4
2390,19654504000153,Aleto,Aleteonir Jose Tomasoni Junior 00680645942,Inativo,2019-07-26,(49) 3433-5080,2
2391,14647409000109,AGÊNCIA ON CREATIVE,BRUNO APARECIDO RODRIGUES ALVES,Inativo,2019-07-29,(11) 9488-82374,4
2392,10322609000130,DIMENSÃO CONSULTORIA,"DIMENSAO CONSULTORIA - GESTAO ESTRATEGICA, NORMATIVA E REGULATORIA",Inativo,2019-07-29,(11) 3895-5749,4
2393,26742794000152,Agência Doxa,Doxa Marketing Digital E Cursos LTDA,Inativo,2019-07-29,(21) 9928-12088,2
2394,31765496000118,AIACON,AIACON ASSESSORIA CONTABIL LTDA,Inativo,2019-07-29,(19) 9913-30694,2
2395,28493626000104,JUSCONTABIL,JUSCONTABIL GESTÃO E ASSESSORIA LTDA,Inativo,2019-07-29,(21) 3105-8822,2
2396,05289959000102,CONTINENTAL AGROTEC ,CONTINENTAL AGROTEC LOCAÇõES E SERVIÇOS LTDA ME,Inativo,2019-07-29,(16) 9812-53930,4
2397,15759342000167,TRIADE INTELLIGENCE,VIA BRASILIA TECNOLOGIA DA INFORMAÇÃO LTDA,Inativo,2019-07-29,(61) 9816-12288,4
2398,27445877000142,ENGAGE SEGUROS,DISC CORRETORA DE SEGUROS E ADM DE BENEFÍCIOS,Inativo,2019-07-29,(11) 3132-7766,4
2399,27084974000157,FEBRACIS,DM TREINAMENTO E DESENVOLVIMENTO HUMANO LTDA,Inativo,2019-07-30,(48) 9995-71500,4
2400,12693919000197,Cozzi,Carvalho e Suassuna Ltda,Inativo,2019-07-30,(81) 3442-7132,4
2401,06272908000130,ADZ COMUNICAÇÃO,ADZ Comunicação Agência de Publicidade Ltda.,Inativo,2019-07-30,(31) 2555-8622,4
2402,32504438000101,BEPOP,Be Pop Marketing Digital Eireli,Inativo,2019-07-30,(19) 3024-3297,4
2403,29833702000138,C-Level,ARPO CONSULTORES EM TALENTOS HUMANOS LTDA,Inativo,2019-07-30,(41) 9880-19568,4
2404,09341426000183,Academia Washington,WASHINGTON DO BRASIL LTDA,Inativo,2019-07-30,(43) 3055-3857,4
2405,25328342000166,MS CONSULTING,MS GESTÃO CONTABILIDADE LTDA,Inativo,2019-07-31,(91) 9817-37934,4
2406,10486458000156,LUCIIN,LUCIIN COMERCIO IMPORTACAO E EXPORTACAO LTDA,Ativo,2019-07-31,(48) 9916-49259,4
2407,10477856000106,GRIMES & PEREIRA CONTABILIDADE,GRIMES & PEREIRA CONTABILIDADE LTDA,Inativo,2019-07-31,(47) 9919-68190,4
2408,11792286000101,RCM CABOS ELÉTRICOS,RCM CABOS ELÉTRICOS,Inativo,2019-07-31,(42) 3523-8785,4
2409,09521123000142,VALORIZA ASSESSORIA,Valoriza assessoria contábil,Inativo,2019-07-31,(21) 2687-4066,2
2410,33224592000184,Agência Classica,THAIRONY FERNANDES COSTA BARRETO,Inativo,2019-07-31,(77) 9982-85068,2
2411,27191617000198,DESTINE JÁ,DESTINE JÁ PRESTAÇÃO DE SERVIÇOS AMBIENTAIS LTDA,Inativo,2019-07-31,(27) 9987-34438,4
2412,20259302000196,WASER,WASER TECNOLOGIA LTDA,Inativo,2019-07-31,(65) 9966-22686,4
2413,30146626000171,Promisee Dental Brasil,Promisee Dental Brasil Ltda,Inativo,2019-08-01,(11) 5587-2369,4
2414,15352749000175,EVER CONSULTORIA,NBERTOLUCCI SERV DE TELECOMINICAÇÕES,Inativo,2019-08-01,(19) 9811-96161,3
2415,09058270000128,FLIPSIDE,FLIPSIDE TREINAMENTO EDITORA E COMÉRCIO LTDA - ME,Inativo,2019-08-01,(11) 9984-01889,4
2416,16530534000160,MULT OFFICER,MULT OFFICER CONTABILIDADE LTDA,Inativo,2019-08-01,(48) 9849-36320,2
2417,23866898000180,Obras Online,2D LEVANTAMENTO DE INFORMAÇÕES DE MERCADO LTDA,Inativo,2019-08-01,(11) 3262-5217,4
2418,12412263000197,QUIMINORTE,FLORESTA COMÉRCIO VAREJISTA DE PRODUTOS DE LIMPEZA EIRELI,Inativo,2019-08-01,(47) 3437-1036,2
2419,42168518000189,ACIR ADMINISTRADORA,ACIR ADMINISTRADORA S/A,Ativo,2019-08-01,(21) 2212-5322,5
2420,02492677000110,BIOCARE,BIOCARE TECNOLOGIA LTDA,Inativo,2019-08-01,(54) 9811-75285,4
2421,11867482000106,GRUPO ACERT,ATUAL & ORIGINAL SERVIÇOS DE INFORMATICA,Inativo,2019-08-01,(18) 9911-67647,4
2422,26588408000110,GALILEOSOFT,GALILEOSOFT SOLUCOES EM TI LTDA,Inativo,2019-08-01,(44) 9988-50900,4
2423,13014312000104,PILASTRI,PILASTRI INDUSTRIA COMERCIO E SERVIÇOS LTDA ME,Inativo,2019-08-01,(54) 9811-74976,2
2424,14862590000176,NR Hortifruti,M.bueno hortifrutigranjeiros me,Inativo,2019-08-02,(42) 3035-5591,2
2425,09390482000108,SMB TI,JOSIEL BARROZO ME,Inativo,2019-08-06,(51) 3307-8995,2
2426,27928706000174,UBIKI,UBIKI TECNOLOGIA ME LTDA,Inativo,2019-08-06,(61) 3797-5366,4
2427,17822782000147,BALCONY,BC LITORAL COMERCIO DE VIDROS LTDA ME,Inativo,2019-08-07,(47) 3366-4326,2
2428,11478505000182,Elevattus,comercio de piscinas xanxere ltda,Inativo,2019-08-07,(49) 3433-1320,2
2429,08927262000108,JFC DIVULGAÇÕES,JFC DIVULGAÇÕES,Inativo,2019-08-07,(47) 9646-1949,2
2430,21140662000137,BREM,BREM TECHNOLOGY LTDA ME,Inativo,2019-08-07,(15) 3212-6580,2
2431,28103957000182,Ecologyc,Ecologyc Soluções e Serviços Ltda ME,Inativo,2019-08-07,(48) 3375-8502,2
2432,30146268000105,PREVERTECK,PREVERTECK DO BRASIL TECNOLOGIA LTDA,Inativo,2019-08-07,(48) 9850-37910,4
2435,10303494000137,HEZAGONO,Hezagono Brasil Publicidade Ltda,Ativo,2019-08-08,(21) 9998-32223,4
2436,13482283000105,BIT TELECOM,Werner Teleinformatica Ltda,Inativo,2019-08-08,(21) 9883-45088,4
2437,05509590000104,RadioPro,RadioPro Sistemas Ltda ME,Inativo,2019-08-08,(48) 3322-2225,2
2438,00026686000190,HOLAMAQ,HOLAMAQ QUEIMADORES INDUSTRIAIS EIRELI,Inativo,2019-08-08,(19) 3802-7900,4
2439,47356758091,CANADA INTERCAMBIO [FILIAL SÃO PAULO-SP],ROSA MARIA TROES A/C OVERSEAS FIVE EDUCATION INC.,Inativo,2019-08-09,(16) 0456-800,3
2440,47356758091,CANADA INTERCAMBIO [FILIAL CAMPINAS-SP],ROSA MARIA TROES A/C OVERSEAS FIVE EDUCATION INC.,Inativo,2019-08-09,(16) 0456-800,3
2441,28000922000118,WAY-V,EDER GASPARIN SOLUCOES EMPRESARIAIS ME,Inativo,2019-08-09,(46) 9882-26862,3
2442,07010136000121,VS TECNOVÁLVULAS,Tecnovalvulas Comercio de Válvulas Ltda,Inativo,2019-08-09,(48) 9159-5785,4
2443,26137065000177,YOU,You learning center ltda,Inativo,2019-08-09,(13) 3349-4978,9
2444,01025202000150,REDEPLAN,PLANIMOVEL ASSESSORIA E VENDAS EIRELI ME,Inativo,2019-08-09,(24) 3348-1020,4
2445,13866141000133,Gestão Contábil,GILSON SILVA DE CASTRO ME,Inativo,2019-08-11,(85) 3055-4357,2
2446,28201868000179,DE CRIANÇA PARA CRIANÇA,De criança para criança com de mat didaticos e serviços educa ltda,Inativo,2019-08-13,(11) 9940-17442,9
2447,21176914000188,NUVME,Nuvme Ltda,Inativo,2019-08-13,(47) 9913-57881,2
2448,79753455000138,IMOBILIÁRIA RAZÃO,IMOBILIÁRIA RAZÃO LTDA,Inativo,2019-08-13,(41) 9961-57999,4
2449,50388768000152,TECIAM,TECIAM TELAS E TECIDOS METÁLICOS LTDA,Ativo,2019-08-13,(11) 4676-9900,4
2450,14875307000140,OnMed,ARIEL SERGIO WITTMANN SISTEMAS PARA CLINICAS,Inativo,2019-08-13,(46) 3225-2379,4
2451,12746044000144,Free-Oil,Free Oil Serviços e Tecnologia Ltda.,Ativo,2019-08-13,(71) 3461-9062,2
2452,30835659000129,AVI,AVI ANALISE DE PESQUISA DE MERCADO LTDA,Inativo,2019-08-14,(47) 3209-6667,4
2453,06327160000126,AMBC SISTEMAS,AMBC CONSULTORIA E DESENVOLVIMENTO DE SISTEMAS LTDA,Inativo,2019-08-14,(11) 3326-8591,2
2454,22020859000103,KESTER,KESTER TECNOLOGIA PARA TERMOFORMAGEM LTDA,Ativo,2019-08-14,(48) 3443-6770,2
2455,08401140000183,IDESIGN,Ivan José Alipio & Cia Ltda.,Inativo,2019-08-14,(48) 9961-91125,4
2459,21718712000110,Innova Safety,MAXQUALITY INDUSTRIA E COMERCIO LTDA ME,Inativo,2019-08-14,(11) 2019-3311,4
2460,23128844000118,STANDARD CONTABILIDADE,Standard contabilidade sp Ltda,Inativo,2019-08-15,(11) 9856-62561,4
2461,33663388000160,ROCKBRAND,NORMA EGERLAND 97071781915,Inativo,2019-08-15,(47) 9910-71305,4
2462,47356758091,CANADA INTERCAMBIO [FILIAL Rio de Janeiro - RJ],ROSA MARIA TROES A/C OVERSEAS FIVE EDUCATION INC.,Inativo,2019-08-15,(16) 0456-800,2
2463,22818818000159,R8 IMÓVEIS,R8 IMÓVEIS LTDA - ME,Inativo,2019-08-15,(48) 9998-25588,4
2464,33228024000402,WLM Itaipu,WLM Participações e Comércio de Máquinas e Veículos S.A.,Ativo,2019-08-15,(31) 3399-1024,4
2465,18839098000130,BORNLOGIC ,BORNLOGIC TECNOLOGIA S.A.,Inativo,2019-08-15,(11) 9451-94161,4
2466,27517625000181,GRP Telecom,FERNANDO GARCIA ME,Inativo,2019-08-16,(42) 9882-25722,4
2467,55752430000151,Orion gestão,Orion Soluções em Gestão LTDA-EPP,Inativo,2019-08-16,(18) 3643-1281,4
2468,15034065000125,Gaeta Seguros & Previdencia,Luciana Gaeta corretora de seguros e previdência me,Inativo,2019-08-16,(11) 4235-3775,2
2469,32403303000141,Dataimport,Dataimport Consultoria em Gestão de Negócios Ltda,Inativo,2019-08-16,(19) 3886-9642,4
2470,85312106000183,CONTAR Contabilidade,JOB - Joinville Operacional Bureau,Inativo,2019-08-16,(47) 3145-3000,2
2471,20922075000137,E-DESK,TEMOS Soluções em Tecnologia Ltda ME,Inativo,2019-08-16,(54) 3202-5412,3
2472,15118399000187,CONSULTORIA INTERATIVA,INTERATIVA APOIO EMPRESARIAL LTDA,Ativo,2019-08-16,(31) 3564-8805,4
2473,28093509000145,NTW CONTABILIDADE,MVM Contabilidade e Gestão Empresarial Ltda,Inativo,2019-08-16,(48) 9911-01982,2
2474,28996754000162,MERAKI,MERAKI INTELIGENCIA E ESTRATÉGIA,Inativo,2019-08-16,(47) 9995-74912,4
2475,31152882000134,B Solutions,B. Solutions LTDA,Inativo,2019-08-16,(21) 9601-10319,2
2476,12491459000114,CONSERVAR SERVIÇOS,CONSERVAR MULTSERV EIRELLI ME,Inativo,2019-08-16,(64) 3433-1818,3
2477,47287461000150,JEDAL-REDENTOR,Jedal Redentor Indústria e Comércio Ltda,Inativo,2019-08-19,(11) 2106-9393,4
2478,07967670000120,UNIKA LOGÍSTICA,MARTINS MOREIRA TRANSPORTE E LOGÍSTICA EIRELI,Inativo,2019-08-19,(11) 9401-01016,3
2479,27914424000118,FWC,FWC INTELIGENCIA EM TI LTDA,Ativo,2019-08-19,(11) 4025-1082,11
2480,01448236000158,Meta Correias,META CORREIAS & MAQUINAS LTDA,Inativo,2019-08-19,(51) 3366-4204,4
2481,12453621000100,PAINELONLINE,VINICIUS EVANDRO GREGÓRIO INFORMÁTICA ME,Inativo,2019-08-19,(11) 9939-62872,4
2482,06555271000190,Justo Imóveis,Justo Imóveis e Negócios Ltda,Inativo,2019-08-19,(51) 3099-9930,4
2483,14832642000161,ALQUIMÍDIA,ALQUIMIDIA TECNOLOGIA LTDA,Inativo,2019-08-20,(48) 9965-80338,4
2484,20351399000162,HEY PEPPERS! (FRANQUEADORA),ESCOLA DE IDIOMAS INGLÊS É LEGAL LTDA,Inativo,2019-08-20,(55) 9992-20685,4
2485,05434098000109,Perfil Energia,Perfil Energia Consultoria Em Energia Elétrica Ltda,Ativo,2019-08-20,(54) 9840-44542,4
2486,21309241000197,CASAPÊ,imobiliaria atrium ltda me,Inativo,2019-08-20,(69) 9921-22161,2
2487,30936346000167,Lumabyte,Lumabyte Technologies,Inativo,2019-08-20,(92) 3657-8512,4
2488,92780600000138,AUXILIADORA PREDIAL - SP,AUXILIADORA PREDIAL LTDA - Unidade São Paulo,Ativo,2019-08-20,(51) 3216-6100,13
2489,00831565345,Denakop,Denakop Digital Media LLC,Inativo,2019-08-21,(11) 9938-17746,4
2490,29768638000159,TECPET - HERBERT STANLEY FINGER 05262725970,TECPET - HERBERT STANLEY FINGER 05262725970,Inativo,2019-08-21,(48) 9994-03394,2
2491,24452704000163,DLR CAPITAL,dlr capital securitizadora s/a,Inativo,2019-08-21,(54) 3419-7150,4
2495,13038718000119,TWM TELECOM,TWM TELECOM SERVIÇOS LTDA,Inativo,2019-08-22,(11) 2671-1060,4
2496,06867848000107,HARD,HARD COMÉRCIO DE FIXADORES E RESINAS LTDA,Ativo,2019-08-22,(47) 9841-19616,4
2497,04351954000108,MEGAWORK,MEGAWORK CONSULTORIA E SISTEMAS LTDA,Inativo,2019-08-23,(11) 3141-3100,4
2498,34382559000145,DELAVERY,JACKSON ALEXANDRE ROYER,Inativo,2019-08-23,(48) 9995-64673,2
2499,21522044000151,BMP INDIVIDUALIZADORA,BMP INDIVIDUALIZADORA,Inativo,2019-08-23,(11) 5594-8123,3
2500,26967209000112,LAÇO DIGITAL,WILLIAM WAGNER TEIXEIRA - NEGOCIOS DIGITAIS,Inativo,2019-08-23,(43) 9969-41080,2
2501,50928084000104,VIANA IMÓVEIS,APARECIDO VIANA IMÓVEIS EIRELI,Inativo,2019-08-26,(11) 9991-54446,4
2502,23304136000190,SJ CONSULTORIA,Sandro Jose Tavares ME,Inativo,2019-08-27,(47) 9913-91307,2
2503,26463805000165,AÇAÍ TOWN,Açaí Town Distribuidora LTDA EPP,Inativo,2019-08-27,(15) 3305-2997,4
2504,68929231000118,WOODTEC,WOODTEC INDÚSTRIA E COMÉRCIO DE MADEIRAS EIRELI,Inativo,2019-08-27,(11) 9943-38533,4
2505,27503252000190,M&M TREINAMENTOS,M&M ELIAS PALESTRAS E TREINAMENTOS LTDA,Inativo,2019-08-27,(32) 9911-11043,3
2506,17216572000105,Golden Assist Assistência Financeira EIRELI,Golden Bank,Inativo,2019-08-27,(41) 9964-42350,4
2507,08697117000188,Vale da Web Soluções para Internet Eireli,Vale da Web,Inativo,2019-08-27,(47) 3035-2650,4
2509,12470788000189,EXONS SOLUTIONS,Exons Brasil Sistemas para Automação LTDA,Inativo,2019-08-29,(51) 9818-38933,4
2510,04596663000171,EXSTO,Exsto Tecnologia Ltda,Ativo,2019-08-29,(35) 9910-49075,5
2511,14623034000147,Agência Dressing,Dressing marketing direto Ltda,Inativo,2019-08-29,(41) 9985-93033,4
2512,11326688000110,CIVITECH,CIVITECH DO BRASIL - SENSORES E AUTOMACAO LTDA,Inativo,2019-08-29,(11) 5018-1111,4
2513,17406852000186,Axis 21 Imóveis,Axis 21 Imóveis LTDA,Inativo,2019-08-29,(41) 9989-93834,4
2514,22251225000153,Sempre Mais Sistemas,Sempre Mais Sistemas de Informação ltda,Inativo,2019-08-29,(49) 3321-8339,2
2515,07803583000138,TDSA,TDSA COMERCIO DE SOFTWARE LTDA,Inativo,2019-08-30,(48) 9910-64041,2
2516,27727136000154,Wake Up Cobrança,jaqueline da conceição guedes me,Inativo,2019-08-30,(66) 3401-8902,3
2517,30148925000145,FORTCASA,FORTLOTES LOTEADORA E IMOBILIARIA LTDA,Inativo,2019-08-30,(85) 3254-2722,2
2518,20212488000128,Geração F5,Fabio Luís Maciel de Oliveira - ME,Inativo,2019-08-30,(55) 9972-87000,4
2519,32730976000106,SOU PERITO,SOU PERITO GESTÃO DE PERICIAS EIRELI,Inativo,2019-08-30,(31) 9961-69009,2
2520,20703065000100,Resultado Eficaz,LRT Publicidade LTDA,Inativo,2019-08-30,(47) 3037-2044,2
2521,13595326000150,SOUZA LIMA CONTABILIDADE,SOUZA LIMA CONTABILIDADE LTDA,Inativo,2019-08-30,(41) 3327-1454,2
2522,19923469000120,Via Direta,Prosperidade Editora e Comunicação LTDA,Inativo,2019-08-30,(71) 3371-8467,4
2524,10347407000143,ALLDESK,"MEIRELES, FREITAS E ALMEIDA SERVICOS DE TELEATENDIMENTO LTDA",Ativo,2019-08-30,(85) 3255-5819,6
2525,22588947000106,AUTO FORCE,AUTO FORCE PLATAFORMA DE MARKETING DIGITAL LTDA,Ativo,2019-08-30,(11) 4280-7747,6
2526,00021425000187,CONDOVEL,Condovel Administradora e Imobiliária Eireli,Inativo,2019-09-02,(11) 3090-1802,4
2527,09687900000123,PERSONAL NET TECNOLOGIA,PERSONAL NET TECNOLOGIA,Inativo,2019-09-02,(48) 3251-0022,4
2528,19594298000133,IMOVEIS DE PRIMEIRA,IMOVEIS DE PRIMEIRA CONSULTORIA IMOBILIARIA LTDA,Inativo,2019-09-02,(41) 9963-68816,4
2529,30008489000109,ESSENT AGRO,Essent Agro Contabilidade para o Agronegócio LTDA,Inativo,2019-09-03,(55) 9964-50881,4
2530,20115201000141,SOLARYS ENGENHARIA,Solarys Eletricidade e Engenharia Ltda - Me,Inativo,2019-09-03,(33) 3221-4502,4
2531,12581444000147,MAG,Carlos Magno cadosos de Jesus ME,Inativo,2019-09-03,(47) 3433-0135,4
2532,29364024000101,SmartEnvios,Placelog Soluções Logisticas Ltda,Inativo,2019-09-03,(16) 9810-41840,4
2533,22753387000190,INTEGRAL SAÚDE SOROCABA,INTEGRAL SAÚDE GESTÃO EM SERVIÇOS MÉDICOS EIRELI - ME,Inativo,2019-09-03,(15) 3418-3219,4
2534,08259544000265,TÓPICO LOCAÇÕES,TÓPICO LOCAÇÕES DE GALPÕES E EQUIPAMENTOS PARA INDÚSTRIA S.A,Inativo,2019-09-03,(11) 2344-7512,4
