ID,CNPJ,RAZAO
1290,57978850000186,TECNOHOLD DEVELOPMENT TECHNOLOGY INDUSTRIA E COMERCIO LTDA
1295,59867382000106,COFER DISTRIBUIDORA DE FERRO E ACO LTDA
1296,60001955000195,SANDET QUIMICA LTDA
1301,61004818000177,TECNOCELL AGROFLORESTAL LIMITADA
1323,68994284000112,LUMAVI RIO PRETO INDUSTRIA E COMERCIO DE LUMINARIAS - EIRELI
1336,76533074000155,TEGAPE IMPORTACAO E COMERCIO DE TECIDOS TECNICOS LTDA
2703,5807812000167,ZUITH AQUINO CORRETORA DE SEGUROS LTDA
1345,79416541000155,RAMPINELLI ALIMENTOS LTDA
1360,82749987000106,NETZSCH DO BRASIL INDUSTRIA E COMERCIO LTDA
1366,83802215000153,OLSEN INDUSTRIA E COMERCIO SA
1377,89171201000165,PONTES DISTRIBUIDORA DE MAQUINAS E EQUIPAMENTOS LTDA
1380,91772301000199,EMBRASUL-INDUSTRIA ELETRONICA LTDA.
1382,92315332000183,MK QUIMICA DO BRASIL LTDA
1454,27436984000104,STOTZ INDUSTRIA E COMERCIO DE CONFECCOES LTDA
2711,3642861059,ARTHUR BITTENCOURT
1482,78534674000163,INDAIAL PAPEL EMBALAGENS LTDA
1509,11744716000110,AMALFIS UNIFORMES CONFECCAO DE ROUPAS LTDA
1519,15642942000140,PIZZANI LUBRIFICANTES LTDA
1522,18917951000195,PROTMAT MATERIAIS AVANCADOS LTDA
2716,33649470000130,BRV GESTAO ADMINISTRATIVA & BENEFICIOS LTDA
2717,565357000117,COMERCIAL AGRICOLA VIA VERDE LTDA
1533,25171732000175,RUI DE SOUZA
1534,25343091000199,LUNA BRASIL COMERCIAL EIRELI
1553,37469544000107,N S A SOLUCOES ELETRICAS LTDA
1554,37740515000138,MGF SERVICOS DE USINAGENS EIRELI
1568,33449965000115,ABB AUTOMACAO LTDA
2723,26552768000161,CRESCE VENDAS TECNOLOGIA LTDA
1576,63002976000113,BCF PLASTICOS LTDA
1653,47088059000147,"THERMA INSTRUMENTOS DE MEDIÇÃO, AUTOMAÇÃO E PROJETOS LTDA.EPP"
1692,56080765000133,FAZENDA FIGUEIRA PRODUTOS ALIMENTICIOS LTDA
1718,42122035000143,PIXLED COMUNICACAO DIGITAL LTDA
1702,92225259000159,INDUSTRIA MECANICA NTC LTDA
1709,10362613000122,LONASA LONAS PERSONALIZADAS LTDA
1728,29528328000167,ROXVEL TURBINAS E REDUTORES LTDA
1740,10574882000152,TNS NANOTECNOLOGIA LTDA
2732,8546484000180,EDSON JOSE DE VASCONCELOS & CIA. LTDA.
2733,31626973000164,ELO SOLUCOES LOGISTICAS INTEGRADAS LTDA
1754,36153457000183,A C M DE ANDRADE LTDA
1805,36448480000103,M.VICTOR CONSULTORIA E GESTAO EMPRESARIAL LTDA
1806,17911429000133,MAGAZINE DO SUPLEMENTO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA
1824,85296762000130,ROCRIL ROLAMENTOS CRICIUMA LTDA
1828,81117368000136,SCHIAVON & MORAIS LTDA
1843,61413852000103,VENTILADORES BERNAUER S A
1866,13343250000176,ENERGIA NATURAL CONFECCOES E DISTRIBUICAO LTDA
1904,30567878000174,PHILIPEIA INDUSTRIA QUIMICA LTDA
1909,612182000151,REPAL COMERCIAL LTDA
1928,81365223000154,ZAGONEL S.A.
2744,6988246000108,IDEALE PROJETOS ESPECIAIS DE TREINAMENTO LTDA
1966,91547489000171,HIDROTEC SISTEMAS HIDRAULICOS E PNEUMATICOS EIRELI
1970,87288940000297,KEPLER WEBER INDUSTRIAL S/A
1980,28243380000104,MAMMOTH COMERCIO VAREJISTA E ATACADISTA DE PRODUTOS ALIMENTICIOS EIRELI
1982,25312273000100,MCM CONTROLES ELETRONICOS EIRELI
1988,71504328000193,MS GERADORES LTDA
2036,21566221000100,BRIEFING AGENCIA DE PUBLICIDADE E REPRESENTACOES EIRELI
2057,60837457000187,ESTEVES S/A.
2077,50708577000120,ITW DO BRASIL INDUSTRIAL E COMERCIAL LTDA
2112,22445758000176,"TRAMEC - RESERVATORIOS, MONTAGEM E COMERCIO EIRELI"
2114,35356101000184,VERA KLEIN PAZ
2116,67204388000113,VL INDUSTRIA ELETRICA E DE AUTOMACAO LTDA.
2117,10750855000193,VOLANS COMERCIAL DE PECAS E FILTROS LTDA
2187,72559297000130,PALTERM INDUSTRIA E COMERCIO LTDA
2229,27026352000172,CASSIA FERNANDA DE LIMA PIRES
2307,12215178000139,VLP INDUSTRIA ELETRONICA LTDA
2346,27253559000180,INDUSTRIA DE ARGAMASSA E DERIVADOS COLIDEAL EIRELI
2407,34126728000186,C.TZERMIAS REVESTIMENTOS E IMPERMEABILIZACAO
2440,25128483000135,LOFTY INDUSTRIA E COMERCIO DE ROUPAS EIRELI
2475,74529801000185,TECVENT TECNOLOGIA EM VENTILACAO INDUSTRIAL LTDA
2489,32531765000144,618 - INDUSTRIA E COMERCIO DE ALIMENTOS LTDA
2498,55396030000150,AUTOSPLICE INDUSTRIA E COMERCIO LTDA
2527,11584085000119,FORTE PAN DISTRIBUIDORA E REPRESENTACAO LTDA
2540,71985014000150,JEYTECH COMERCIAL E TECNOLOGIA LTDA.
2768,9009870000104,PORTARE COMERCIAL E TREINAMENTOS EIRELI
2548,17159943000164,LQF LABORATORIO QUIMICO FARMACEUTICO RIO PRETO EIRELI
2550,14273768000143,LUVERTEX CONFECCOES LTDA
2559,16994727000171,PBF GRAFICA E TEXTIL LTDA
2576,18921037000118,SUPLAX INDUSTRIA E COMERCIO S/A
2598,11733559000147,ATM SOLUCOES EM AUTOATENDIMENTO LTDA
2613,32340210000115,DISTRIBUIDORA EU AMO PAO LTDA
2775,7333111000169,SAFETEC INFORMATICA LTDA
2622,10464126000170,EMBALA BRASIL INDUSTRIA E COMERCIO DE MAQUINAS LTDA
2623,27178901000124,EMBALEX INDUSTRIA E COMERCIO DE ARTEFATOS DE PAPEL E PAPELAO LTDA
2671,33659601000160,PROSPERA INDUSTRIA DE ALIMENTOS EIRELI
2712,33139642000125,ASF GUEDES
2722,37409180000170,COSMA MARIA DOS SANTOS
2729,5848002001120,DLT CONFECCOES EIRELI
2739,11370797000135,GMT SOLUCOES INDUSTRIAIS LTDA
2747,24822411000120,JHUMP CLUB CONFECCOES LTDA
2781,62090121000129,"SIMARO, SIMARO INDUSTRIA METALURGICA LTDA."
2841,41004235000139,IMPLASVERDE INDUSTRIA DE PLASTICOS BAIXAVERDE LTDA
2871,93183267000142,REVESTSUL INDUSTRIA DE PRODUTOS QUIMICOS LTDA
2893,32955793000270,ULTRAPLAS INDUSTRIA DE EMBALAGENS PLASTICAS LTDA
2913,13923945000127,AVCO POLIMEROS DO BRASIL S.A.
2954,78270964000147,MAPEL COMERCIO DE PECAS E SERVICOS LTDA.
3092,71522460000128,JAPI S/A. INDUSTRIA E COMERCIO
3113,6876925000187,MACHADO & REIS LTDA
3306,6813678000170,BRINCAL IMPRESSOS PERSONALIZADOS LTDA
3312,22126098000160,CHEMICALL MAX PRODUTOS QUIMICOS DE LIMPEZA LTDA
3324,14672532000180,DIVIGLASS INDUSTRIA DE ESQUADRIAS DE ALUMINO LTDA.
3343,18621065000110,ID - LOGICAL INDUSTRIA E COMERCIO LTDA
3364,2698636000184,PROMPT PRODUTOS DE MEDICAO LTDA
3472,5335580000191,MISS FESTAS LTDA
3523,20429261000139,ANTONIO OLIVEIRA DE LIMA
3546,21331126000119,DELIGNEA ARTEFATOS DE MADEIRA EIRELI
3550,14117645000113,ECORESTAURADORA LTDA
3566,79943940000174,GUIMARAES PRODUTOS QUIMICOS E DE LIMPEZA LTDA
3589,17304635000185,MODERNA INDUSTRIA DE PLASTICOS E MOVEIS LTDA
3610,24193580000149,ROLL DOOR PORTAS DESLIZANTES EIRELI
44,1298443000173,MAGNAMED TECNOLOGIA MEDICA S/A
83,2283330000167,IMEPEL - INDUSTRIA MECANICA LTDA
104,2670664000193,MENOLLI & MENDONCA LTDA
2807,6327160000126,AMBC CONSULTORIA E DESENVOLVIMENTO DE SISTEMAS LTDA
126,3384719000161,METALMATRIX INDUSTRIA METALURGICA LTDA
139,3636539000120,MART MADEIRAS E EMBALAGENS LTDA.
176,4435399000194,CYA RUBBER DISTRIBUIDORA LTDA
206,5013932000192,PHOTONITA LTDA
214,5310678000194,AALOK LOCACAO DE EQUIPAMENTOS LTDA
277,6867848000107,HARD PRODUTOS PARA CONSTRUCAO LTDA
344,8228625000117,PETROPLAST INDUSTRIA DE FITAS E SELOS LTDA
2815,8083971000154,CELERE LOGISTICA LTDA.
2816,1650765000130,CERQUEIRA & CIA LTDA
2817,7769006000177,"CHLEBA AGENCIA DIGITAL, TECNOLOGIA E SERVICOS DE INTERNET LTDA."
357,8574411000100,PRATICA KLIMAQUIP INDUSTRIA E COMERCIO S.A.
375,8814471000145,NZN INDUSTRIA E COMERCIO DE EQUIPAMENTOS LTDA
2820,5463212000129,COOPERATIVA CENTRAL DE CREDITO - AILOS
378,8889084000178,LAMIECCO PLASTICOS S.A.
418,10233563000183,ENGLUX INTEGRACAO DE SISTEMAS LTDA
598,14899110000141,SP2 COMERCIO ATACADISTA DE ALIMENTOS LTDA
2824,21287462000101,ELEVA INDUSTRIA E COMERCIO EIRELI
2825,39512662000186,ENCANTARE TELECOM LTDA.
614,15443663000158,HEKO CIENTIFICA - PRODUTOS E EQUIPAMENTOS CIENTIFICOS EIRELI
721,20249533000119,SCHEUER & SCHEUER COMERCIAL LTDA
737,20922075000137,TEMOS SOLUCOES EM TECNOLOGIA LTDA
760,22020859000103,KESTER TECNOLOGIA PARA TERMOFORMAGEM LTDA.
816,23563417000168,ELYSIA ENERGIA SOLAR LTDA
1269,50388768000152,TECIAM TELAS E TECIDOS METALICOS LTDA
1365,83779942000147,BIOCAL INDUSTRIA DE CALDEIRAS EIRELI
1372,85236743000118,AUDACES AUTOMACAO E INFORMATICA INDUSTRIAL LTDA
1487,1855226000137,TURBOFERRO INDUSTRIA E COMERCIO DE FERROS LTDA
1504,10472499000193,TECHNOPARK COMERCIO DE ARTIGOS OPTICOS S.A.
1599,4596663000171,EXSTO TECNOLOGIA LTDA
1791,1533865000186,HAHNTEL S/A
1875,1084671000493,HELIOPRINT LOCADORA DE EQUIPAMENTOS LTDA
2839,37211690000138,IC360 IDIOMAS LTDA
1956,93722700000170,EISELE EQUIPAMENTOS INDUSTRIAIS EIRELI
2075,15023942000162,INTERAGIR VIRTUAL EIRELI
2186,17888968000107,PABLO GRUNFELD
2843,24414454000177,ITELEPORT VIVENCIAS VIRTUAIS LTDA
2189,13014312000104,"PILASTRI INDUSTRIA, COMERCIO E SERVICOS LTDA"
2203,11388997000115,STRA COMERCIO DE PRODUTOS PARA SAUDE LTDA
2846,28713901000140,LABORE SERVICOS EIRELI
2500,48539407000118,BASF SA
2848,34701130000173,LINE TREINAMENTOS INSTITUTO LTDA
2629,59293662000140,FABRICA DE ARTEFATOS METALURGICOS ITA LTDA
2757,2705447000191,MINELLI MAQUINAS EIRELI
2769,9637852000169,"PRODUZA INDUSTRIA, COMERCIO E SERVICOS EM ELETRONICA S.A"
2778,19085346000168,SCE - SOLUCOES PARA COMERCIO ELETRONICO LTDA.
2853,39582755000187,MR. O TREINAMENTO E DESENVOLVIMENTO GERENCIAL LTDA
2800,10313289000152,WELLE TECNOLOGIA LASER S/A
2801,68929231000118,WOODTEC INDUSTRIA E COMERCIO DE MADEIRAS EIRELI
2840,11077782000183,IMOBILIARIA BEMTEVI LTDA
2912,15262308000182,AUTOMASOL ENGENHARIA LTDA
3045,23156648000157,DECOY TECNOLOGIA EM CONTROLE DE PRAGAS S.A.
3181,2811903000188,VICENTINOS ELETRIC LTDA
3214,28818441000114,CONBOR-BORRACHAS TECNICO INDUSTRIAIS LTDA
3323,2329217000175,DIRECTA COMERCIO SERVICOS E SOLUCOES LTDA
3342,20256747000112,HYGEIA SOLUCOES EM HIGIENE E LIMPEZA LTDA - EPP
3451,3470786000107,GRAFICA CATUAI LTDA
3608,11792286000101,R C M CABOS ELETRICOS LTDA
3625,3531235000106,SULFORTE INDUSTRIA E COMERCIO DE PLASTICOS LTDA
3634,23769389000130,USBUS INDUSTRIA E COMERCIO LTDA
4824,5387893000193,DFE TECNOLOGIA LTDA - ME
355,8454599000145,EVERTON OLIVEIRA IMOBILIARIA E CONSTRUTORA LTDA
359,8602925000114,CARJUNDI - INCORPORACAO IMOBILIARIA SPE LTDA.
675,18191355000170,ALIAN SOLUCOES IMOBILIARIAS LTDA
1333,75290122000169,IBAGY IMOVEIS LTDA
2160,23800986000180,IMOBILIARIA CENTER LAR LTDA
2330,392740000110,DLEGEND LOCACOES LTDA
2534,83861906000128,IMOBILIARIA NOSTRA CASA LTDA
2829,8751627000196,F. SOUTO IMOVEIS LTDA
2876,36440385000155,SERALL INDUSTRIA NACIONAL DE VEDACOES LTDA
2885,24122531000115,SOLO FERTIL GESTAO DE IMOVEIS LTDA
3430,4310367000162,E.F. CORRETORA E ADMINISTRADORA DE IMOVEIS LTDA - EPP
3453,7618342000119,IMOBILIARIA CASARAO LTDA
3454,96208418000168,IMOBILIARIA JAEGER LTDA
80,2180620000185,ENERGIA ENGENHARIA E CONSULTORIA LTDA
342,8197598000162,WBS ENERGIA EIRELI
255,5855306000143,PROSEB PROJETTUS SOLARES ENGENHARIA BAHIA LTDA
1200,39995556000109,AXS ENERGIA S/A
1418,8811362000174,EGEPRO ENGENHARIA E PROJETOS LTDA
1698,21899982000175,GRADISA SOLUCOES EM FERRO EIRELI
2887,22774812000127,SR VAPOR HIGIENIZACAO EIRELI
1800,5634190000112,JVM SOLAR LTDA
1834,25279341000179,SOLARES SOLUCOES EM SISTEMAS ELETRICOS FOTOVOLTAICOS LTDA
2890,1638276000162,SUPPORT SOLUCOES EM INFORMATICA LTDA
1884,6653370941,JOAQUIM NADIR DOS SANTOS NETO
502,11827464000192,INNOVATIS ENGENHARIA E SUSTENTABILIDADE LTDA
507,11936539000173,WITZLER ENERGIA LTDA
578,14441136000141,SOLUTTION ENGENHARIA E CONSULTORIA SUSTENTAVEL LTDA
615,15483161000150,ALSOL ENERGIAS RENOVAVEIS S/A
649,17077752000153,TRINITY COMERCIALIZADORA DE ENERGIA ELETRICA LTDA
657,17432731000109,PROGEPLAN ENGENHARIA E ENERGIA SOLAR EIRELI
2898,2595058000150,VON MEDICA REPRESENTACOES PROFISSIONAIS LTDA
659,17488906000108,FALCON & ROGER ENERGY ENERGIA RENOVAVEL LTDA
716,20080315000101,GABRIELA SILVA DE SOUZA INSTALACAO E MANUTENCAO ELETRICA
725,20335449000118,ENGESOL ENERGIA SOLAR LTDA
750,21514787000180,FENIX SOLAR ENERGY IMPORTACAO E EXPORTACAO LTDA
755,21773912000176,ENEERGIA SERVICOS DE ENGENHARIA E CONSULTORIA LTDA
769,22342645000145,ULTRA SOLAR DO BRASIL INTEGRADORA DE ENERGIA SUSTENTAVEL LTDA
2905,31089572000112,ABDALA IMOVEIS SOLUCOES IMOBILIARIAS LTDA
829,24090288000109,AMAZON SOLAR ENGENHARIA LTDA
846,24643666000126,MORCELLI E ALVES LTDA
2291,8561693000101,REAS SOLAR RENOVACAO DE ENERGIAS LTDA
866,25211431000128,ESOL-ECOLOGICAL SOLUTIONS
874,26186708000172,ARUNA ENERGIA DO BRASIL LTDA
886,26648314000199,GASTALDON RODRIGUES ENERGIAS LTDA
892,26920930000157,HOME SOLLUTION ENERGIA SOLAR LTDA
905,27234139000156,GF2 SOLUCOES INTEGRADAS EIRELI
906,27272683000192,OTIMIZA PROJETOS E EXECUCOES LTDA
925,27857454000130,ANGULO ENERGIA SOLAR LTDA
950,28376254000128,RUDNIK COMERCIO VAREJISTA E ATACADISTA DE MAQUINAS AGRICOLAS EIRELI
2917,2054535000170,CARANDA CORRETORA E ADMINISTRADORA DE SEGUROS LTDA
983,29722072000124,PARCERIA SOLAR LTDA
2919,5511344000189,CINGO SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA.
1001,30263534000171,GREENVOLT COMERCIO E SERVICOS EIRELI
1003,30295719000168,CGR ENERGIA E ENGENHARIA LTDA
1019,30849093000194,ECOSOL ENERGIA SOLAR E TECNOLOGIA LTDA
1029,31324517000160,TEKNO SOLLARIS PROJETOS FOTOVOLTAICOS LTDA
2924,16630727000192,CONFIAX ADMINISTRADORA E CORRETORA DE SEGUROS LTDA
1031,31418206000160,EFICIENCIA ENERGETICA LTDA
2926,4435399000194,CYA  RUBBER DISTRIBUIDORA LTDA
1036,31572031000140,"UV ENERGIA SOLAR COMERCIO, SERVICOS E CONSTRUCOES LTDA"
1042,31812571000154,J.C.FAQUERES & CIA LTDA
2929,5080758000109,DIGITAL SISTEMAS  LTDA
1348,79678884000198,FERRARI CONSULTORIA E TREINAMENTO LTDA
1054,32129994000137,TAB ENERGIA RENOVAVEL LTDA
2932,7704872000180,EALOG INTERNATIONAL LOGISTICS GROUP LTDA.
1062,32813213000129,VOLT ENERGIA SOLAR PARA CONDOMINIOS E EMPRESAS LTDA
1068,32996847000164,R & J ENERGIA INTELIGENTE LTDA
2935,5362630000120,FLEX ENGENHARIA LTDA
1081,33560080000199,RB ENERGIA E SERVICOS EIRELI
2937,24672366000175,FRETADÃO TECNOLOGIA LTDA
1091,34052520000160,AC SOLAR ENGENHARIA LTDA
2939,23808442000164,GALILEO TECNOLOGIA E INFORMATICA LTDA
1096,34208151000151,ALFREDO LUIZ DE OLIVEIRA
1113,35027505000124,FUKUSHIMA SERVICOS DE ENGENHARIA LTDA
2456,9330128000198,POWERCOM BRASIL GERADORES - EIRELI
2943,4403489000101,GUMA COMERCIO E REPRESENTACAO EIRELI
1130,35825171000134,ENPECEL ENERGIA SOLAR LTDA
1171,37668296000123,ULTRA SOLARES SERVICOS DE ENGENHARIA ELETRICA LTDA
1177,38008685000195,SOL & AGUA PRODUTOS SUSTENTAVEIS DE ENERGIA SOLAR EIRELI
1189,39280908000131,M DE FATIMA SENA MUSSATO
1192,39473758000182,MJ ENERGIA SOLAR LTDA
2708,6953347000216,ANDRADE FERNANDES ASSESSORIA E CONSULTORIA TECNICA LTDA
2950,5218428000129,JB PRESTADORA DE SERVICOS ESPECIALIZADOS EM CONSULTORIA LTDA
1208,40463403000191,HELEXIA BR LTDA
2731,4500579000102,ECOCITIES ENERGIAS RENOVAVEIS LTDA
1228,41944866000138,AMPLIFICA SOLAR LTDA
1251,44747055000135,GDC ENERGIA SOLAR LTDA
1255,45238123000101,VS ELETRICA ENERGIA SOAR LTDA
1371,85235430000145,COTESA COMERCIALIZADORA DE ENERGIA LTDA
1378,89685291000102,SICLO CONSULTORIA EM ENERGIA LTDA
1390,97546724000177,SOLIS INDUSTRIA E COMERCIO DE AQUECEDOR SOLAR S.A.
2959,7849471000118,MCPACK SERVICOS E COMERCIO DE EQUIPAMENTOS INDUSTRIAIS EIRELI
3033,30295719000168,CGR ENERGIA E ENGENHARIA LTDACGR ENERGIA E ENGENHARIA LTDA
3062,25211431000128,ESOL SOLUCOES ECOLOGICAS DE ENGENHARIA LTDA
1430,17112981000161,SIMPLE ENERGY COMERCIALIZADORA DE ENERGIA LTDA
1453,27350506000187,IBELETRO ENERGIAS RENOVAVEIS LTDA
1463,31173558000100,"CORREIA, MOREIRA E BOSCO LTDA"
1507,10981598000109,ERZEG INDUSTRIA ELETROELETRONICA LTDA
1511,12356181000172,VILELA COMERCIO E INSTALACAO ELETRICA LTDA
1535,26260543000131,CAPTALUZ ENERGIA SOLAR LTDA
1544,32922540000119,INVOLT ENERGIA SOLAR EIRELI
1916,24271554000191,TRADE ADMINISTRACAO E CORRETAGEM DE SEGUROS EIRELI
1564,58177643000195,COMERC COMERCIALIZADORA DE ENERGIA ELÉTRICA LTDA
1575,26602153000100,AZULARE ENGENHARIA LTDA
1578,31599549000178,BRASIL ENERGIA SOLAR LTDA
1581,30469145000105,CAYMAN SOLAR SISTEMAS FOTOVOLTAICOS LTDA
2974,955483000188,PROTEQSEN COMERCIO E SERVICOS LTDA
2975,4947168000160,RADIO SANTA CATARINA LTDA
1650,32052477000107,SUNUS - SISTEMAS FOTOVOLTAICOS LTDA
1677,24424077000157,BOREAL SOLAR - ENERGIA RENOVAVEL LTDA.
1701,15521501000190,I HOME ENERGIA SOLAR LTDA
2979,2277201000166,RENSOFTWARE DESENVOLVIMENTO DE SISTEMAS LTDA
1707,22296142000180,LOCALPOWER COMERCIO E SERVICOS EIRELI
1733,30946600000108,SOLAR PREMIERE SOLUCOES EM ENERGIA LTDA
2982,36718061000136,"SDBUSINESS MONITORAMENTO, DESENVOLVIMENTO, LICENCIAMENTO DE PROGRAMAS LTDA"
1781,19801785000120,ENERGY3 ENGENHARIA E CONSULTORIA EM ENERGIAS RENOVAVEIS LTDA
1784,18066972000144,FORT3 SOLAR LTDA
1786,24695364000100,GARCEZ IMPORTACAO E DISTRIBUICAO LTDA
1792,30154948000162,IMPERIO SOLAR LTDA
2987,26186708000172,SOLARIX COMERCIO E SERVICOS LTDA
1799,26092586000155,JULIO CESAR ABDO SCARPIM
2989,28567536000102,SUNFIELD PROMOCAO DE VENDAS LTDA
1804,24065165000100,M. J. FEO & CIA LTDA
1823,35149238000168,ROCHA ANDRADE ENGENHARIA ELETRICA LTDA
1833,19596251000109,SOLARE ENGENHARIA SUSTENTAVEL COMERCIO E SERVICO LTDA
1836,15483112000118,SUSTENTARE SOLUCOES TECNOLOGICAS LTDA
1841,17361033000160,VALLE ELETRICIDADE E SERVICOS LTDA
1842,37063851000193,VEKTO ENGENHARIA EIRELI
1851,27924363000170,ALPHA SOLAR LTDA
1898,12087270000160,OQR ENERGIA FOTOVOLTAICA LTDA
1908,22807115000125,RENOVA GREEN LTDA
1910,23256180000172,RESOLVE FACIL CONSTRUCOES LTDA
1913,14995009000275,SHPY COMERCIO DE MATERIAL ELETRICO LTDA
1914,14325952000190,SPRINT RENTAL LTDA
1924,35673650000182,VETOR ENERGIA TECNOLOGIA E ENGENHARIA LTDA
3003,22153470000128,A55 CONSULTORIA EM CREDITO LTDA.
3004,6188923000103,ACAO CONSULTORIA EMPRESARIAL E DE NEGOCIOS
3005,30301043000178,ACCREDITO GESTAO DE BENEFICIOS S/A
3006,16443955000153,ACQUARIUS SISTEMAS AVANCADOS
3007,9340979000111,ACTION SYSTEMS SERVICOS INFORMATICA LTDA
1948,33967836000119,COOPERATIVA DE ENERGIAS RENOVAVEIS DO PARANA
1953,18576800000110,E-NOVA INSTALACAO E MANUTENCAO LTDA
1969,31607550000105,J&L INSTALACOES ELETRICAS LTDA
1983,29794169000142,METALSOL SERVICOS EM ENERGIA SOLAR LTDA
3012,29502450000164,ALESSANDRO MATEUS FELIPPE 03010304056
1984,34235779000146,MF ENERGY SOLAR LTDA
2011,27494036000125,TOPSUN ENERGIA RENOVAVEL EIRELI
2023,26266728000153,A3 SOLAR ENERGIA ELETRICA SUSTENTAVEL LTDA
2054,30709830000153,EMPRETEC SERVICOS LTDA
3017,9268976000114,AMBIO PARTICIPACOES LTDA. - ME
3018,4002665000195,ANGELICA ROCHA CORRETORA DE SEGUROS GERAIS LTDA - EPP
3019,14518215000103,AUTOGRAFIA EDICAO E COMUNICACAO LTDA
2058,22635188000187,EVOLUZ ENGENHARIA LTDA
3021,92780600000138,AUXILIADORA PREDIAL LTDA
3022,10389213000100,AVALIATIVA GESTAO DE INFORMACOES EDUCACIONAIS EIRELI - ME
2070,27389330000177,INNOVA ENERGY SERVICOS DE ENGENHARIA LTDA
2087,34781498000199,MULTILUZ ENERGIA SOLAR LTDA
2098,22009491000174,"REPENSA ENERGIA COMERCIO, INDUSTRIA E SERVICOS ELETRICOS LTDA"
3026,83779942000147,BIOCAL EQUIPAMENTOS INDUSTRIAIS S/A
3027,23408488000196,BLOB WEB SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA - ME
2107,27718447000157,SOLARTECH MATERIAIS ELETRICOS EIRELI
3029,8602925000114,CARJUNDI - INCORPORACAO IMOBILIARIA SPE LTDA
2132,27797268000152,CUBI SOLUCOES EMPRESARIAIS LTDA
3031,1969493000135,CENTERSUL INFORMATICA LTDA - EPP
3032,79263174000105,CERES - CENTRO REGIONAL DE ESTUDOS LTDA - ME
2134,21379952000138,DELFOS ENGENHARIA EIRELI
3034,28973657000154,CHEAP2SHIP LTDA
2143,22779002000163,EXTRA ENERGIA SISTEMAS DE ENERGIA SOLAR LTDA
3036,24582955000162,CLIPESCOLA LTDA - ME
2146,28675125000130,FENATTECH ENGENHARIA E CONSULTORIA LTDA
2166,33885160000114,JMC DE ALVARENGA SOLUCOES EM ENERGIA ELETRICA LTDA
2185,31229876000138,OSCAR DE JESUS FERNANDES
3040,36474403000110,"COMERCIAL IMPORTADORA, EXPORTADORA E APOIO ADMINISTRATIVO PARA COMERCIO EXTERIOR"
3041,36474403000110,"COMERCIAL IMPORTADORA, EXPORTADORA E APOIO ADMINISTRATIVO PARA COMERCIO EXTERIOR EIRELI"
3042,22423374000152,CONNECTPLUG DESENVOLVIMENTO DE SOFTWARES LTDA. - ME
3043,5887876000115,CRMALL SISTEMA DE INFORMACAO DE MARKETING LTDA - EPP
2198,26615473000197,RG2 ENGENHARIA LTDA
2215,33843401000162,3A ENGENHARIA E GESTAO EM ENERGIA LTDA
2234,61602199000112,COMPANHIA ULTRAGAZ S A
3047,5501732000189,DESENVOLVE SOLUCOES DE INTERNET LTDA - EPP
2240,32246667000165,DP2 INDUSTRIA E COMERCIO DE EQUIPAMENTOS DE ENERGIA SOLAR LTDA
3049,551775000155,DI COMERCIO E SERVICOS LTDA
3050,21930065000106,DIALOGO LOGISTICA INTELIGENTE LTDA - EPP
2242,24151135000116,ENERS SISTEMAS ELÉTRICOS LTDA
3052,11051217000147,DUO SERVICOS EM INFORMATICA LTDA
3053,12393306000134,E-DIALOG SERVICOS PARA INTERNET LTDA - ME
2288,26484889000113,PRODUZ ENERGIA SOLAR LTDA
3055,3177498000150,EDITORA LISTA MAIS LTDA
2293,57651333000106,REPLACE PROJETOS E CONSULTORIA EM ENERGIA LTDA
3057,13178321000122,EIRA & SIGAKI SERVICOS DIGITAIS LTDA - ME
3058,8746177000143,EM1 SOLUCOES EM TECNOLOGIA DA INFORMACAO LTDA - ME
3059,24151135000116,ENERS SISTEMAS ELETRICOS LTDA
2306,17982389000110,VERTICE CONSTRUTORA E ENERGIA SOLAR LTDA
3061,20351399000162,ESCOLA DE IDIOMAS INGLES E LEGAL LTDA
2310,24002611000137,3P ENERGIA SOLAR LTDA
2311,31727898000128,A L R DE CARVALHO FILHO LTDA
2318,20442044000189,ATT SOLUCOES E EMPREENDIMENTOS EIRELI
3065,4818759000137,ESTRELA DO SUL SAUDE AMBIENTAL LTDA
2327,26705682000121,CRUZ SOUSA ENERGIA EIRELI
3067,8751627000196,F. SOUTO IMOVEIS LTDA - ME
3068,10606398000168,FERNANDES CURY INDUSTRIA E COMERCIO DE ALIMENTOS LTDA
3069,13030834000191,FITSO - SOLUCOES EM TECNOLOGIA LTDA
2332,14642513000100,ELENICE R. V. CAVALHEIRO
3071,344528000188,FOCUSPORT SERVICOS E EQUIPAMENTOS DE SEGURANCA LTDA - ME
2333,25115944000135,ELIELTON A. DE PAULA & CIA. LTDA.
3073,15032594000190,FUEL COMPUTACAO GRAFICA LTDA - EPP
3074,7219056000180,G. GRANDS INFORMATICA LTDA - EPP
2356,34330964000110,MARTINS & BERTUOL LTDA
3076,26994505000102,H & B SOLUCOES ENERGETICAS LTDA
3077,23500057000155,HANDIT SISTEMAS LTDA - ME
3078,6867848000107,HARD COMÉRCIO DE FIXADORES E RESINAS LTDA
2390,25027991000127,TULIPA SOLAR LTDA.
3080,23706491000196,HPMS SOLUCOES DE TECNOLOGIA DA INFORMACAO
