Id Spotter,CNPJ,Razão Social,Status,Data base,Data churn,LT (Meses),MRR Inicial,MRR Total (Atual),Spotter (R$),Comunicação (R$),Searching (R$),Exact Club (R$),Nº de Funcionarios Linkedin (Sobre),Nº funcionarios Conectados Linkedin,Link do LinkedIn,Porte (ajustado),Porte da Empresa segundo Receita Federal,Porte da Empresa segundo base de dados do Searching,Mercado,Sub setor,Leads em entrada,Agendamentos,Vendas,Cadencia ativa,Workflow ativo,Atividades concluidas,Numero de usuáros,Integração Inbound,Integração CRM,Minutos telefonia,Origem,Upsell (Sim / Não),Upsell (Nº),Upsell (R$),Downsell (Sim/Não),Downsell (Nº),Downsell (R$),Tipo de contrato,CNPJ
10249,18.780.839/0001-55,ELLO TREINAMENTOS LTDA,Churn,01/02/2021,27/09/2021,7,497,497,,,,,Não Tem,Não Tem,Não Tem,Very small,,,,,0,1,0,0,8,40,3,,,"60,5",,Sim,2,497,,,,,18780839000155
10195,01.247.661/0001-89,TOP SUPPLY COMERCIAL IMPORTACAO E EXPORTACAO LTDA,Churn,01/02/2021,25/04/2022,14,597,597,,,,,11-50,44,www.linkedin.com/company/signmaker-/?originalSubdomain=br,Small,DEMAIS,EPP,"Serviços - Marketing, publicidade, design e produção",,0,21,2,0,6,"565,9166667",9,,PipeDrive,50,EventodeTerceiros,Não,0,0,,,,ANUAL,1247661000189
10331,30.187.372/0001-30,SERGIO FERNANDO CHICALSKI GAIA,Churn,01/03/2021,26/09/2022,18,858,858,597,99,69,3000,11-50,Não Tem,www.linkedin.com/company/2br-brasil-borracha-l%C3%ADquida/about/,Small,ME,ME,Indústrias da Transformação - Químicos e Farmacêuticos,,0,"10,66666667",0,0,4,"249,7142857",17,,,"437,1428571",EventodeTerceiros,Sim,4,3367,,,,SEMESTRAL,30187372000130
10413,82.982.307/0001-08,Kohler Tinturaria Ltda,Churn,01/04/2021,08/11/2021,7,796,796,,,,,201-500,32,www.linkedin.com/company/kohlercia/,Middle,DEMAIS,EPP,"Serviços - Customização, personalização, pintura e revestimento",,0,0,"2,583333333",0,0,4,3,,,1,ProjetosEspeciais,Não,0,0,,,,MENSAL,82982307000108
10666,42.914.408/0001-19,ARTES GRAFICAS FORMATO LTDA,Ativo,01/06/2021,,17,746,3166,597,0,69,2500,Não Tem,11,www.linkedin.com/company/artes-gr%C3%A1ficas-formato-ltda./about/?originalSubdomain=br,Small,DEMAIS,EMP,"Serviços - Marketing, publicidade, design e produção",,0,"25,46666667","6,181818182",1,16,"132,375",13,,,10,ListasAtivas,Sim,1,2500,Sim,1,80,ANUAL,42914408000119
11003,09.092.708/0001-94,COMFLEX PERSIANAS E TOLDOS LTDA,Ativo,01/08/2021,,15,796,796,796,0,0,,Não Tem,Não Tem,Não Tem,Small,ME,EPP,"Indústrias da Transformação - Móveis, produtos de madeira e estofados",,0,"11,875",0,0,2,43,20,,,0,MídiasSociais,Não,0,0,,,,MENSAL,9092708000194
10608,82.656.463/0001-70,DISTRIBUIDORA CONDOR FORTA LTDA,Churn,01/05/2021,26/12/2022,19,796,796,796,0,0,,11-50,17,www.linkedin.com/company/grupoforta/,Small,DEMAIS,EPP,Comércio de Bens de Consumo duráveis - Equipamentos industriais,,0,0,"108,9285714",0,12,"4,666666667",12,,,"165,6666667",ListasAtivas,Não,0,0,,,,MENSAL,82656463000170
11066,08.298.672/0001-37,MERCOSUL VEICULOS LTDA,Ativo,01/08/2021,,15,968,"1687,37","1687,37",0,0,,201-500,37,https://www.linkedin.com/company/mercosul-toyota,Middle,,,,,0,0,"77,66666667",0,0,"56,22222222",16,,,"19,77777778",ListasAtivas,Sim,5,995,Sim,1,269,ANUAL,8298672000137
11397,02.633.281/0001-45,CONTAGEM MOTORPECAS LTDA,Ativo,01/11/2021,,12,958,1107,958,149,0,,51-200,64,https://www.linkedin.com/company/contagem-motorpe-as/about/,Middle,DEMAIS,EPP,"Comércio de Bens de Consumo duráveis - Veículos automotores, reboques, carrocerias e acessórios",,0,"2,166666667",0,50,24,"372,375",52,,,0,BDR,Sim,1,"149,9",,,,SEMESTRAL,2633281000145
10754,05.670.503/0001-98,OURENSE CORRETORA DE SEGUROS LTDA.,Churn,01/06/2021,23/12/2021,6,977,977,,,,,Não Tem,14,www.linkedin.com/company/frutosdias-com%C3%A9rcio-e-servi%C3%A7os-s.a./about/,Small,DEMAIS,ME,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,0,"3,666666667",0,1,8,44,5,,,"108,4",EventodeTerceiros,Não,0,0,,,,SEMESTRAL,5670503000198
11298,33.060.220/0001-60,ASTI CONSULTORIA TRIBUTARIA LTDA,Churn,01/10/2021,07/10/2022,12,908,497,,,,,Não tem,Não tem,Não tem,Very Small,ME,ME,"Serviços - Jurídicos, de advocacia, contabilidade ou auditoria",,0,"1,833333333",0,0,12,"385,5",7,,,"216,8",ListasAtivas,Sim,1,99,Sim,2,510,SEMESTRAL,33060220000160
10874,17.230.899/0001-31,IMOBILIARIA MPB LTDA,Churn,01/07/2021,14/08/2022,13,398,398,,,,,Não Tem,Não Tem,Não Tem,Very small,DEMAIS,ME,Serviços - Imobiliário,,0,41,0,0,14,"1,5",7,,,"6,5",ListasAtivas,Não,0,0,,,,ANUAL,17230899000131
10049,14.674.066/0001-71,Bmx Assessoria Imobiliaria Ltda,Churn,01/01/2021,15/12/2021,11,398,398,,,,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,0,"5,4",6,0,2,"221,5",6,,,"71,85714286",EventodeTerceiros,Não,0,0,,,,ANUAL,14674066000171
10167,27.855.494/0001-42,Mk Solucoes Empresariais Ltda,Ativo,01/02/2021,,21,398,"665,9",398,"148,9",119,,11-50,16,www.linkedin.com/company/mkempresas/,Small,ME,ME,"Serviços - Jurídicos, de advocacia, contabilidade ou auditoria",,"15,5","3,058823529",0,2,10,"223,9411765",5,RDStation,RDStationCRM,"562,5294118",EventodeTerceiros,Sim,4,"267,9",,,,ANUAL,27855494000142
4602,15.497.667/0001-19,PAULISTA INVEST FOMENTO MERCANTIL LTDA,Churn,01/03/2021,11/12/2021,9,945,945,,,,,11-50,11,www.linkedin.com/company/paulista-invest/,Small,DEMAIS,EPP,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,"267,2","0,5","8,333333333",1,4,"41,4",0,RDStation,,"96,5",ListasAtivas,Não,0,0,,,,MENSAL,15497667000119
10270,24.285.984/0001-62,MUTUAL,Churn,01/03/2021,16/02/2022,11,828,828,,,,,51-200,131,www.linkedin.com/company/mutualclub/,Middle,DEMAIS,ME,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,"100,0769231",26,0,0,14,336,13,RDStation,PipeDrive,0,ListasAtivas,Não,0,0,,,,SEMESTRAL,24285984000162
10221,27.197.710/0001-00,TIG CORRETORA DE SEGUROS LTDA,Churn,01/02/2021,26/11/2021,9,467,467,,,,,2-10,5,www.linkedin.com/company/tig-corretora-de-seguros/,Very small,ME,ME,Serviços - Corretoras de seguro e seguradoras,,0,1,0,0,2,0,3,,PipeDrive,5,BDR,Não,0,0,,,,ANUAL,27197710000100
11100,13.671.907/0001-24,THORUS ENGENHARIA LTDA,Ativo,01/02/2021,,21,597,"944,9",796,"148,9",0,,11-50,31,"www.linkedin.com/company/th%C3%B3rus-engenharia/
",Small,DEMAIS,ME,Serviços - Engenharia e arquitetura,,"84,25","5,535714286","7,375",0,68,"514,4473684",7,RDStation,,"219,5",CoMKTConteúdo,Sim,3,"347,9",,,,ANUAL,13671907000124
10497,36.540.979/0001-38,UNIMED COSTA VERDE RJ,Churn,01/04/2021,28/05/2022,13,699,699,,,,,1001-5000,24,www.linkedin.com/company/unimed-costa-verde/,Small,DEMAIS,EMP,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,0,"96,45454545",0,1,6,"14,25",11,,,157,ListasAtivas,Não,0,0,,,,ANUAL,36540979000138
10500,23.411.020/0001-50,INVALV MANUTENCAO E SERVICOS DE VALVULAS INDUSTRIAIS LTDA,Churn,01/04/2021,01/11/2022,19,967,967,699,199,69,,11-50,15,www.linkedin.com/company/invalv/,Small,ME,ME,Serviços - Manutenção e/ou locação de Máquinas e Equipamentos,,0,"3,615384615",6,0,14,"211,7142857",6,,,"395,4666667",EventodeTerceiros,Não,0,0,,,,ANUAL,23411020000150
10322,37.074.356/0001-80,KARAVELA - CONSULTORIA & CONTABILIDADE LTDA,Churn,01/03/2021,29/09/2021,6,398,398,,,,,2-10,3,www.linkedin.com/company/karavelacontabilidade/,Very small,ME,ME,"Serviços - Jurídicos, de advocacia, contabilidade ou auditoria",,"1,25","10,2",0,1,2,"543,2",4,RDStation,RDStationCRM,34,Site,Não,0,0,,,,ANUAL,37074356000180
10542,11.123.412/0001-35,MANHATTAN PRIME AGENTES AUTONOMOS DE INVESTIMENTOS LTDA,Churn,01/05/2021,07/05/2022,12,867,867,,,,,51-200,160,www.linkedin.com/company/manhattaninvestimentos/,Middle,DEMAIS,EPP,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,0,0,"1,333333333",0,4,"367,9",16,,,"697,75",CoMKTConteúdo,Não,0,0,,,,ANUAL,11123412000135
10338,69.346.856/0001-10,Cecm Dos Profissionais Da Saúde Da Região Da Alta Mogiana   Sicoob Credimogiana,Ativo,01/03/2021,,20,1769,1769,1500,0,269,,Não Tem,32,www.linkedin.com/company/sicoob-credimogiana/about/,Small,DEMAIS,EPP,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,0,"3,777777778",0,0,2,"2,875",48,,,0,Anúncio,Não,0,0,,,,Validar,69346856000110
10348,08.412.209/0001-74,Invextcred Consultoria Ltda,Churn,01/03/2021,28/09/2021,6,798,798,,,,,51-200,106,www.linkedin.com/company/lecca-financeira-investimentos-s-a-/,Middle,DEMAIS,EMP,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,0,0,0,0,0,0,3,,,0,Site,Não,0,0,,,,ANUAL,8412209000174
10452,11.648.657/0001-86,Matri Investimentos Ltda,Churn,01/04/2021,17/06/2021,2,1953,1953,,,,,51-200,31,www.linkedin.com/company/matriinvest/,Middle,EPP,ME,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,0,0,0,0,2,0,13,,,7,ListasAtivas,Não,0,0,,,,SEMESTRAL,11648657000186
10471,05.940.708/0001-46,C V Dalmonte,Ativo,01/05/2021,,18,759,927,759,99,69,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,"Software - Serviços administrativos (financeiro, contábil, RH, jurídico, monitoramento e segurança)",,0,1,1,0,4,2,8,,,64,EventodeTerceiros,Sim,2,168,,,,SEMESTRAL,5940708000146
10562,23.104.344/0001-46,IMK CONFECCOES LTDA,Ativo,01/05/2021,,18,759,858,759,99,0,,11-50,4,www.linkedin.com/company/oxu%C3%A1-group/,Small,EPP,EPP,"Indústrias da Transformação - Texteis, de couro, vestuário, calçados e acessórios",,0,"17,875",0,0,6,"50,64285714",11,,RDStationCRM,"160,5294118",EventodeTerceiros,Sim,1,99,,,,SEMESTRAL,23104344000146
10610,14.325.952/0001-90,SPRINT RENTAL LTDA,Churn,01/05/2021,01/05/2022,12,947,947,,,,,201-500,16,www.linkedin.com/company/sprintrental/,Middle,EPP,ME,Gás e Energia,,0,1,"14,375",0,6,"8,666666667",6,,,12,BDR,Não,0,0,,,,ANUAL,14325952000190
10650,11.638.298/0001-86,SVN AGENTES AUTONOMOS DE INVESTIMENTOS LTDA,Churn,01/06/2021,10/04/2022,10,"6808,9","8808,9",,,,,51-200,201,www.linkedin.com/company/svn-investimentos/,Middle,DEMAIS,ME,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,2303,"169,7777778","2,888888889",1,10,"19810,88889",130,,PipeDrive,"21446,44444",ListasAtivas,Sim,1,2000,,,,Validar,11638298000186
10718,17.409.294/0001-02,LL CORRETORA DE SEGUROS LTDA,Churn,01/06/2021,15/05/2022,11,"1106,9","1106,9",,,,,Não Tem,Não Tem,Não Tem,Very small,DEMAIS,ME,Serviços - Corretoras de seguro e seguradoras,,0,0,0,0,4,"46,5",7,,,"61,8",BDR,Não,0,0,,,,SEMESTRAL,17409294000102
10932,29.049.388/0001-05,BPO INNOVA SP PROCESSAMENTO DE DADOS LTDA,Churn,01/07/2021,27/07/2022,12,898,"1096,9",,,,,51-200,74,https://www.linkedin.com/company/bpo-innova-brasil/,Middle,ME,ME,"Serviços - Jurídicos, de advocacia, contabilidade ou auditoria",,0,"3,9","1,25",5,10,"278,8",17,,PipeDrive,"897,4545455",BDR,Sim,2,"248,9",Sim,1,50,ANUAL,29049388000105
10957,29.606.222/0001-34,NORTH SOLUÇÕES FINANCEIRAS E ASSESSORIA LTDA,Churn,01/07/2021,28/12/2022,17,1227,1377,759,199,419,,51-200,19,www.linkedin.com/company/northfinance/,Middle,DEMAIS,EPP,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,0,"2,428571429",1,0,4,"280,5714286",24,,,"1047,071429",MKTdeConteúdo,Sim,4,1046,Sim,2,896,SEMESTRAL,29606222000134
10964,07.439.459/0001-35,MAIS CONSULTORIA EM ENGENHARIA DE PRODUCAO,Churn,01/07/2021,28/08/2022,13,"1214,9",566,,,,,11-50,42,www.linkedin.com/company/mais-consultoria/,Small,DEMAIS,DEM,Serviços - Coaching e consultoria,,27,1,"5,428571429",1,6,"43,71428571",24,RDStation,PipeDrive,236,CoMKTConteúdo,Sim,3,1293,Sim,4,1892,MENSAL,7439459000135
10974,35.414.700/0001-07,ATIVA ANTECIPACAO DE RECEBIVEIS S.A,Churn,01/07/2021,28/05/2022,10,1107,759,,,,,Não Tem,Não Tem,Não Tem,Middle,DEMAIS,ME,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,21,"11,8",1,1,12,"274,3333333",11,RDStation,,"498,125",EventodeTerceiros,Sim,1,199,,,,SEMESTRAL,35414700000107
10975,25.312.273/0001-00,MCM CONTROLES ELETRONICOS EIRELI,Churn,01/07/2021,24/04/2022,9,995,995,,,,,201-500,134,www.linkedin.com/company/mcm-tecnologia-industrial/,Middle,DEMAIS,EPP,Indústrias da Transformação - Equipamentos eletrônicos; hardwares,,0,"3,25","12,88888889",2,10,1,6,,,0,ListasAtivas,Não,0,0,,,,MENSAL,25312273000100
11058,21.444.981/0001-36,SOMA MEIOS ELETRONICOS DE PAGAMENTOS S/A,Churn,01/09/2021,28/10/2022,13,1018,1217,,,,,51-200,70,https://www.linkedin.com/company/somapayoficial,Middle,DEMAIS,EMP,,,"158,3333333","28,7",0,1,18,1326,17,RDStation,NectarCRM,"386,6",CoMKTConteúdo,Sim,2,398,Sim,1,199,ANUAL,21444981000136
11063,30.901.671/0001-94,SANTIAGO CONSULTORIA EMPRESARIAL LTDA,Churn,01/08/2021,25/02/2022,6,1996,1996,,,,,11-50,8,https://www.linkedin.com/company/santiagoconsultoriaempresarial,Small,ME,ME,,,0,"16,33333333","1,5",0,6,"72,5",16,,,"32,33333333",ListasAtivas,Não,0,0,,,,Validar,30901671000194
11116,37.370.840/0001-56,CATARINA CAPITAL CONSULTORIA E GESTAO LTDA,Churn,01/08/2021,28/04/2022,8,809,809,,,,,2-10,16,https://www.linkedin.com/company/catarina-capital,Small,,ME,"Serviços - Coaching e consultoria
",,0,6,1,0,4,"54,5",5,,,0,EventodeTerceiros,Não,0,0,,,,SEMESTRAL,37370840000156
11126,10.766.733/0001-95,NOVO TEMPO ASSESSORIA COMERCIAL E EMPRESARIAL LTDA,Ativo,01/08/2021,,15,848,848,699,0,149,,11-50,5,https://www.linkedin.com/company/novo-tempo-contabilidade-advocacia/about/,Small,,EPP,,,0,1,"1,8",1,10,2,9,,,"38,25",ListasAtivas,Não,0,0,,,,ANUAL,10766733000195
11132,10.615.831/0001-21,ATICCA RECEBIVEIS SECURITIZADORA DE CREDITOS S.A.,Ativo,01/08/2021,,15,1178,1377,759,199,419,,11-50,26,https://www.linkedin.com/company/aticca-capital,Small,,ME,,,0,"20,21428571",0,1,6,"173,7857143",7,,,"1509,428571",Site,Sim,1,199,,,,SEMESTRAL,10615831000121
11133,10.297.864/0001-70,MOINHOS AGENTE AUTONOMO DE INVESTIMENTOS LTDA,Churn,01/09/2021,10/03/2022,6,1128,1128,,,,,11-50,17,https://www.linkedin.com/company/moinhos-investimentos-aai,Small,,ME,,,3,"2,25",0,1,4,"30,85714286",17,RDStation,,"95,5",ListasAtivas,Não,0,0,,,,SEMESTRAL,10297864000170
11177,42.700.473/0001-41,"CORPORE CORRETORA DE BENEFICIOS, PLANOS DE SAUDE E TELEMARKETING LTDA",Churn,01/09/2021,08/10/2022,13,1018,1416,,,,,51-200,6,www.linkedin.com/company/empire-seguros/,Middle,DEMAIS,DEM,Serviços - Corretoras de seguro e seguradoras,,0,5,1,0,0,"6,75",73,,,0,Site,Sim,1,398,,,,ANUAL,42700473000141
11199,23.217.387/0001-38,CENTRO AUTOMOTIVO JOCA LTDA,Churn,01/10/2021,11/04/2022,6,768,768,,,,,51-200,14,https://www.linkedin.com/company/vguardportariavirtual/,Middle,ME,ME,Comércio de Bens de Consumo duráveis - Equipamentos eletrônicos ; hardwares,,0,"2,666666667","4,5",0,6,"2,333333333",5,,,0,Site,Não,0,0,,,,ANUAL,23217387000138
11226,18.683.549/0001-93,PASTOREASSIST ASSISTENCIA EM AQUISICAO DE BENEFICIOS LTDA,Churn,01/09/2021,28/05/2022,8,1128,"1177,9",,,,,Não tem,Não tem,Não tem,Middle,DEMAIS,EPP,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,"16811,46154","1,5","5,333333333",4,6,2,12,RDStation,,0,Site,Sim,1,"49,9",,,,SEMESTRAL,18683549000193
11234,10.329.701/0001-22,PROINVESTORS-AGENTES AUTONOMOS DE INVESTIMENTOS S/S LTDA,Churn,01/09/2021,22/01/2022,4,1514,1514,,,,,Não tem,14,https://www.linkedin.com/company/proinvestorss/,Small,ME,ME,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,0,10,0,0,4,"66,6",7,,,"129,6666667",ListasAtivas,Não,0,0,,,,MENSAL,10329701000122
11259,23.090.424/0001-90,FABIO LUIS MARTINS BRITO 09036254663,Ativo,01/10/2021,,13,1144,1144,796,199,149,,Não tem,Não tem,Não tem,Very Small,ME,MEI,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,0,2,0,0,4,"6,5",6,,,"74,5",Site,Não,0,0,,,,MENSAL,23090424000190
11354,25.108.777/0001-03,VILLA PESCADOS COMERCIO DE FRUTOS DO MAR LTDA,Churn,01/10/2021,20/09/2022,11,759,759,,,,,51-200,53,https://www.linkedin.com/company/villa-pescados/about/,Middle,DEMAIS,EPP,Comércio de Bens de Consumo não duráveis - Produtos Alimentícios e bebidas,,0,"13,57142857","39,71428571",0,6,"197,7142857",17,RDStation,RDStationCRM,63,EventoPróprio,Não,0,0,,,,SEMESTRAL,25108777000103
11410,36.340.840/0001-40,A3 AGENTE DE ESTAGIOS E TREINAMENTOS E DESENVOLVIMENTO PROFISSIONAL LTDA,Churn,01/10/2021,28/07/2022,9,"1217,9","1217,9",,,,,Não tem,Não tem,Não tem,Very Small,ME,ME,Serviços - Administrativos e serviços complementares,,0,"6,2",0,46,12,"217,2",4,,,"50,4",Anúncio,Não,0,0,,,,ANUAL,36340840000140
11446,08.197.563/0001-23,IDEAL ASSESSORIA E CONSULTORIA CONTABIL LTDA.,Churn,01/11/2021,06/02/2022,3,915,915,,,,,Não tem,Não tem,Não tem,Very Small,ME,ME,"Serviços - Jurídicos, de advocacia, contabilidade ou auditoria",,0,3,"8,9",1,6,73,6,,,140,EventodeTerceiros,Não,0,0,,,,MENSAL,8197563000123
11456,31.573.121/0001-56,VPS IMOVEIS LTDA,Ativo,01/11/2021,,12,828,"1641,75","1572,75",0,69,,11-50,22,https://www.linkedin.com/company/vpscredito/about/,Small,ME,ME,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,"93,28571429","48,77777778",0,0,26,1178,34,,,258,ListasAtivas,Sim,1,"813,75",,,,SEMESTRAL,31573121000156
11457,21.869.286/0001-16,CAPITALE PRIVATO AGENTES AUTONOMOS DE INVESTIMENTOS LTDA,Churn,01/11/2021,10/03/2022,4,1065,1065,,,,,11-50,30,https://pt.linkedin.com/company/global-investimentos/about,Small,DEMAIS,ME,"Serviços - Financeiro, seguros, previdência complementar e planos de saúde",,0,2,3,2,6,"356,5",4,,,0,ListasAtivas,Não,0,0,,,,MENSAL,21869286000116
11469,07.125.171/0001-96,DOLFINI & SILVA - ADVOGADOS ASSOCIADOS,Churn,01/11/2021,20/03/2022,4,"1146,9","1146,9",,,,,Não tem,Não tem,Não tem,Very small,DEMAIS,ME,"Serviços - Jurídicos, de advocacia, contabilidade ou auditoria",,0,6,0,0,14,18,3,,,0,Site,Não,0,0,,,,ANUAL,7125171000196
11092,03.971.539/0001-86,ÁGUIA BRANCA TURISMO S/A,Ativo,01/08/2021,,15,4458,4403,3490,913,0,,1001-5000,390,https://www.linkedin.com/company/aguia-branca,Big,DEMAIS,EMP,,,"274,8333333","285,1428571",8,0,6,"326,25",48,RDStation,,"480,5714286",ListasAtivas,Sim,1,314,Sim,1,369,Validar,3971539000186
10837,78.881.414/0001-64,TRANSPORTES NATAL LTDA,Churn,01/07/2021,07/09/2022,14,1107,1107,,,,,201-500,39,www.linkedin.com/company/natal-transportes/,Middle,DEMAIS,ME,"Serviços - Logística, transporte, armazenagem e distribuição de mercadorias",,0,"5,230769231","3,666666667",0,2,"403,0714286",5,,,"229,8571429",BDR,Não,0,0,,,,SEMESTRAL,78881414000164
10731,10.341.742/0001-34,POLY TERMINAIS PORTUARIOS SA,Churn,01/06/2021,05/12/2022,18,759,1107,958,99,50,,51-200,147,www.linkedin.com/company/poly-log/,Middle,DEMAIS,ME,"Serviços - Logística, transporte, armazenagem e distribuição de mercadorias",,0,4,0,1,2,"21,7",10,RDStation,PipeDrive,"167,875",Site,Sim,4,417,Sim,1,69,SEMESTRAL,10341742000134
10616,02.750.303/0005-80,POLO CENTRAL LOGISTICA LTDA,Ativo,01/05/2021,,18,828,1027,759,199,69,,11-50,17,www.linkedin.com/company/polo-central-logistica/?originalSubdomain=br,Small,DEMAIS,ME,"Serviços - Logística, transporte, armazenagem e distribuição de mercadorias",,0,"1,333333333",0,0,6,"213,4",4,,,"475,2",BDR,Sim,2,268,,,,SEMESTRAL,2750303000580
10057,04.423.462/0001-72,Poli Logistica Ltda,Churn,01/01/2021,13/12/2022,23,759,828,759,0,69,,Não Tem,Não Tem,Não Tem,Very small,DEMAIS,ME,"Serviços - Logística, transporte, armazenagem e distribuição de mercadorias",,0,10,0,0,0,"156,7142857",4,,,0,ListasAtivas,Sim,1,69,,,,SEMESTRAL,4423462000172
10303,20.974.000/191,CARGO SHIPPING SAO PAULO LTDA,Churn,24/03/2021,23/11/2021,7,958,958,,,,,11-50,54,www.linkedin.com/company/css-log/?originalSubdomain=br,Middle,EPP,ME,"Serviços - Logística, transporte, armazenagem e distribuição de mercadorias",,0,"2,75","1,222222222",0,4,"75,6",10,,,"180,5",,Não,0,0,,,,,20974000191
10552,02.286.106/0002-00,SYNDEX LOGISTICA E GESTÃO ADUANEIRA LTDA,Ativo,01/05/2021,,18,958,958,759,199,0,,11-50,15,www.linkedin.com/company/syndexlogistics/?originalSubdomain=br,Small,ME,DEM,"Serviços - Logística, transporte, armazenagem e distribuição de mercadorias",,0,"19,14285714","2,666666667",2,10,"297,5555556",22,,,"537,7777778",ListasAtivas,Não,0,0,,,,SEMESTRAL,2286106000200
10326,05.964.994/0002-60,Silnave Navegacao S A,Churn,01/03/2021,25/11/2021,8,828,828,,,,,Não Tem,33,www.linkedin.com/company/silnave-s-a/about/?originalSubdomain=br,Small,DEMAIS,DEM,"Serviços - Logística, transporte, armazenagem e distribuição de mercadorias",,0,"3,4",1,0,2,"2,8",9,,,"33,2",ListasAtivas,Não,0,0,,,,SEMESTRAL,5964994000260
10352,08.172.815/0001-60,Krueger Assessoria De Importacao E Exportacao Ltda,Churn,01/03/2021,28/04/2022,13,798,798,,,,,11-50,37,www.linkedin.com/company/krueger-assessoria-de-importa%C3%A7%C3%A3o-e-exporta%C3%A7%C3%A3o-ltda/,Small,EPP,EPP,"Serviços - Logística, transporte, armazenagem e distribuição de mercadorias",,0,"8,333333333","6,5",2,8,"863,4",7,,Agendor,"1704,818182",ListasAtivas,Não,0,0,,,,ANUAL,8172815000160
10414,82.604.042/0001-04,Transville Transportes E Servicos Ltda,Churn,01/04/2021,07/05/2022,13,699,798,,,,,201-500,171,www.linkedin.com/company/transville-transportes-e-servi%C3%A7os/?viewAsMember=true,Middle,DEMAIS,EPP,"Serviços - Logística, transporte, armazenagem e distribuição de mercadorias",,120,16,"16,33333333",1,2,"143,3333333",10,,,"997,1538462",BDR,Não,0,0,,,,ANUAL,82604042000104
10566,32.469.775/0001-05,J. CESAR ALVES VIEIRA - LOGISTICA,Churn,01/05/2021,26/12/2021,7,998,1312,,,,,Não Tem,Não Tem,Não Tem,Very Small,ME,ME,Software - Logística,,0,31,"75,75",2,8,"488,3333333",9,,,"1049,428571",Anúncio,Sim,1,314,,,,ANUAL,32469775000105
11481,34.893.405/0001-18,GRUPO CDV LOGISTICA,Churn,01/04/2021,10/10/2022,18,699,"1072,75",,,,,11-50,6,https://www.linkedin.com/company/cust%C3%B3dia-transportes/,Small,,,,,0,"149,7",2,0,0,"254,6428571",26,,,"2469,2",,Sim,5,"973,75",Sim,1,699,,34893405000118
10615,03.025.147/0001-24,WILMAR D''COSTA ASCIMANN & CIA LTDA,Churn,01/05/2021,24/04/2022,11,798,867,,,,,11-50,1,www.linkedin.com/company/wilbb/,Small,EPP,ME,"Indústrias da Transformação - Texteis, de couro, vestuário, calçados e acessórios",,0,0,0,0,0,"220,75",4,,,"285,75",CoMKTConteúdo,Sim,1,69,,,,ANUAL,3025147000124
10832,06.649.013/0001-72,PARANA SUL CARGAS E ENCOMENDAS EIRELI ,Churn,01/07/2021,02/12/2021,5,1256,1256,,,,,Não Tem,Não Tem,Não Tem,Small,EPP,ME,"Serviços - Logística, transporte, armazenagem e distribuição de mercadorias",,0,"1,5",7,0,8,4,6,,,5,ListasAtivas,Não,0,0,,,,SEMESTRAL,6649013000172
10897,02.411.193/0001-07,ARAUJO LOPES & CIA LTDA,Churn,01/07/2021,14/05/2022,10,848,848,,,,,201-500,21,www.linkedin.com/company/oficialamericanburrs/,Middle,DEMAIS,EPP,"Comércio de Bens de Consumo duráveis - Instrumentos e materiais para uso médico, odontológico e óptico",,0,"7,25","1,5",0,12,3,6,,,"20,5",Site,Não,0,0,,,,ANUAL,2411193000107
11102,12.222.426/0001-79,ARS EXPRESS LTDA,Churn,01/08/2021,28/04/2022,8,1057,1057,,,,,11-50,3,https://www.linkedin.com/company/ars-express-distribui%C3%A7%C3%A3o-sp,Small,,ME,,,0,"3,6",1,1,6,"156,8333333",4,,,"218,6666667",Site,Não,0,0,,,,SEMESTRAL,12222426000179
11139,26.205.804/0001-10,DIAVANTI SOLUCOES LOGISTICAS LTDA,Churn,01/09/2021,28/10/2022,13,1028,1028,,,,,201-500,21,https://www.linkedin.com/company/diavantilog,Middle,,ME,,,0,"5,636363636",0,1,8,"114,6923077",8,,,0,EventodeTerceiros,Não,0,0,,,,SEMESTRAL,26205804000110
11147,93.101.632/0001-22,SOUTH SERVICE TRADING SA,Ativo,01/09/2021,,14,1058,1157,759,99,299,,51-200,57,https://www.linkedin.com/company/exiconnoticias,Middle,,GE,,,0,"5,818181818","1,25",0,24,"42,5",19,,,"299,625",BDR,Sim,1,99,,,,SEMESTRAL,93101632000122
